ANON_SUBJ,EXPERIMENT,TIME_LAG,FILE1,FILE2,STEP1,STEP2,STEP_PAIR,STEP_PAIR_COLL,USER_RESP,USER_CORR
SUBJECT38,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT38,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT97,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT97,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT97,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT97,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT97,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT97,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT97,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT97,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT97,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT97,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT97,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT97,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT188,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT188,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT188,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT188,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT188,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT188,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT188,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT188,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT188,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT188,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT188,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT188,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT73,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT73,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT73,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT73,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT73,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT73,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT73,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT73,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT73,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT73,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT73,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT73,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT60,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT60,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT60,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT60,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT60,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT60,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT60,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT60,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT60,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT60,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT60,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT60,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT159,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT159,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT159,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT159,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT159,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT159,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT159,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT159,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT159,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT159,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT159,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT159,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT67,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT67,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT67,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT67,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT67,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT67,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT67,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT67,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT67,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT67,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT67,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT67,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT138,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT138,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT138,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT138,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT138,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT138,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT138,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT138,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT138,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT138,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT138,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT138,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT150,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT150,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT150,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT150,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT150,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT150,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT150,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT150,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT150,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT150,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT150,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT150,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT37,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT37,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT37,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT37,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT37,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT37,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT37,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT37,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT37,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT37,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT37,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT37,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT85,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT85,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT85,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT85,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT85,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT85,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT85,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT85,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT85,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT85,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT85,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT85,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT89,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT89,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT89,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT89,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT89,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT89,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT89,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT89,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT89,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT89,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
