ANON_SUBJ,EXPERIMENT,TIME_LAG,FILE1,FILE2,STEP1,STEP2,STEP_PAIR,STEP_PAIR_COLL,USER_RESP,USER_CORR
SUBJECT89,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT89,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT157,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT157,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT157,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT157,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT157,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT157,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT157,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT157,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT157,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT157,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT157,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT157,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT59,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT59,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT59,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT59,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT59,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT59,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT59,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT59,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT59,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT59,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT59,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT59,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT61,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT61,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT61,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT61,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT61,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT61,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT61,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT61,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT61,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT61,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT61,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT61,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT199,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT199,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT199,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT199,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT199,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT199,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT199,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT199,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT199,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT199,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT199,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT199,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT91,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT91,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT91,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT91,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT91,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT91,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT91,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT91,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT91,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT91,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT91,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT91,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT125,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT125,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT125,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT125,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT125,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT125,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT125,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT125,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT125,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT125,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT125,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT125,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT18,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT18,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT18,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT18,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT18,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT18,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT18,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT18,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT18,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT18,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT18,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT18,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT31,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT31,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT31,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT31,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT31,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT31,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT31,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT31,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT31,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT31,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT31,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT31,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT71,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT71,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT71,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT71,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT71,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT71,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT71,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT71,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT71,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT71,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT71,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT71,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT171,DUR_PITCH,0.25,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT171,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT171,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT171,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT171,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT171,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT171,DUR_PITCH,0.5,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT171,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT171,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT171,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT171,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,SAME,WRONG
SUBJECT171,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,SAME,WRONG
SUBJECT81,DUR_PITCH,1,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT81,DUR_PITCH,0.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT81,DUR_PITCH,0.25,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT81,DUR_PITCH,1.5,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT81,DUR_PITCH,1.5,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT81,DUR_PITCH,1,movies_accented_70per_dur_morph_0_6_f0_morph_0_6,movies_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT81,DUR_PITCH,0.5,beetles_accented_130per_dur_morph_0_9_f0_morph_0_9,beetles_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT81,DUR_PITCH,0.25,beetles_accented_70per_dur_morph_0_6_f0_morph_0_6,beetles_accented_70per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
SUBJECT81,DUR_PITCH,1.5,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,9,6,9_6,6_9_9_6,DIFF,CORR
SUBJECT81,DUR_PITCH,0.25,movies_accented_130per_dur_morph_0_6_f0_morph_0_6,movies_accented_130per_dur_morph_0_9_f0_morph_0_9,6,9,6_9,6_9_9_6,DIFF,CORR
